receiver,sender,sendTime,messageID,pos_x1,pos_y1,spd_x1,spd_y1,spd_z1,acl1,hed_x1,hed_y1,AttackerType
15513,15621,30122.380159152915,41469012,202.4033447378432,558.5062371094872,0.0004183548607409,0.0004183548607409,0.0004183548607409,7.243987497437247e-05,0.0576038573314698,-0.9983395192120442,0
19347,19485,31174.50480059233,52358402,133.00574363338447,889.3833530957218,0.0002305424378561,0.0002305424378561,0.0002305424378561,0.0001839094845068,0.9989760012880352,0.0452432188351764,0
14925,15123,29947.59720569301,39753268,147.716426227141,900.2200428220931,0.0002106065844583,0.0002106065844583,0.0002106065844583,0.0001283880892609,-0.0401096249355789,-0.9991952852108176,0
10203,10281,28585.446524716303,25630321,436.92020534122935,559.4124126901403,-12.211968282982486,-10.199812847408332,-12.211968282982486,-1.6024979054927535,-0.8237910975739968,-0.5668934887241427,0
15513,15621,30122.380159152915,41469012,202.4033447378432,558.5062371094872,0.0004183548607409,0.0004183548607409,0.0004183548607409,7.243987497437247e-05,0.0576038573314698,-0.9983395192120442,0
19347,19485,31174.50480059233,52358402,133.00574363338447,889.3833530957218,0.0002305424378561,0.0002305424378561,0.0002305424378561,0.0001839094845068,0.9989760012880352,0.0452432188351764,0
14925,15123,29947.59720569301,39753268,147.716426227141,900.2200428220931,0.0002106065844583,0.0002106065844583,0.0002106065844583,0.0001283880892609,-0.0401096249355789,-0.9991952852108176,0
10203,10281,28585.446524716303,25630321,436.92020534122935,559.4124126901403,-12.211968282982486,-10.199812847408332,-12.211968282982486,-1.6024979054927535,-0.8237910975739968,-0.5668934887241427,0
9807,9507,28419.17783388942,23887124,182.69321702540475,587.9710116908683,-1.8902542238096391,13.15650134332122,-1.8902542238096391,0.6945128705791607,0.0247825184169432,0.9996928662248792,0
15393,15417,30016.68699992537,40501146,146.96791443686945,900.2529390770802,5.121629717300205e-06,5.121629717300205e-06,5.121629717300205e-06,4.368096159699447e-05,-0.0001589867257426,-0.9999999873616104,0
24285,24387,32387.34083067052,65447284,139.80599771864482,1076.9356918096398,0.1929225920774679,-2.0585539999641425,0.1929225920774679,-1.9830772505800696,0.0883538109811018,-0.9960891546870267,0
11949,11889,29053.85911554644,30646159,913.5158246599854,850.4670906343391,-9.252690337012147,-8.793085484977814,-9.252690337012147,-0.5486175381002695,-0.8275679922770721,-0.5613654942713312,0
9807,9507,28419.17783388942,23887124,182.69321702540475,587.9710116908683,-1.8902542238096391,13.15650134332122,-1.8902542238096391,0.6945128705791607,0.0247825184169432,0.9996928662248792,0
15393,15417,30016.68699992537,40501146,146.96791443686945,900.2529390770802,5.121629717300205e-06,5.121629717300205e-06,5.121629717300205e-06,4.368096159699447e-05,-0.0001589867257426,-0.9999999873616104,0
