receiver,sender,sendTime,messageID,pos_x1,pos_y1,spd_x1,spd_y1,spd_z1,acl1,hed_x1,hed_y1,AttackerType
15513,15621,30122.380159152915,41469012,202.4033447378432,558.5062371094872,0.0004183548607409,0.0004183548607409,0.0004183548607409,7.243987497437247e-05,0.0576038573314698,-0.9983395192120442,0
19347,19485,31174.50480059233,52358402,133.00574363338447,889.3833530957218,0.0002305424378561,0.0002305424378561,0.0002305424378561,0.0001839094845068,0.9989760012880352,0.0452432188351764,0
14925,15123,29947.59720569301,39753268,147.716426227141,900.2200428220931,0.0002106065844583,0.0002106065844583,0.0002106065844583,0.0001283880892609,-0.0401096249355789,-0.9991952852108176,0
10203,10281,28585.446524716303,25630321,436.92020534122935,559.4124126901403,-12.211968282982486,-10.199812847408332,-12.211968282982486,-1.6024979054927535,-0.8237910975739968,-0.5668934887241427,0
19557,19821,31262.363224134016,53160168,214.8797330721828,386.8251675956854,1.1103850961696572e-06,1.1103850961696572e-06,1.1103850961696572e-06,4.465928261702512e-05,-0.143014468096879,0.9897205979037552,0
11913,12249,29092.043245497203,31246758,1389.7764214441895,1165.1963580688937,-2.878424568608339,-14.014062463191632,-2.878424568608339,-0.0852506820153307,-0.2480895285733124,-0.9687371087205608,0
3987,4281,52734.85853855444,8663451,1305.9560526956957,994.907266355305,-6.773077286974296,-10.574213861295966,-6.773077286974296,0.2566961152021344,-0.6177202376831469,-0.7863979323196855,0
2205,2169,26147.643483331045,5176538,273.3244480242208,111.9797330904067,2.5846140916864546,-15.757639955343365,2.5846140916864546,0.5792049528224383,0.0976029162072849,-0.9952254371487064,0
261,267,50532.70107545362,428671,582.0624106413045,335.46543895093305,14.58719143677014,4.983544174437777,14.58719143677014,0.1837826366223106,0.9478306159450371,0.3187744084415359,0
507,399,50699.49828507104,1154134,193.9038548088469,626.2767525332528,1.5099705608454408,-10.494962931536085,1.5099705608454408,-0.1996717174553927,0.1337131935581424,-0.991020071375188,0
13611,13425,29502.15253444339,35067974,201.20866862672327,558.5705026762391,3.104953950307789e-05,3.104953950307789e-05,3.104953950307789e-05,4.459788597394939e-06,0.0730438944732052,-0.9973287268900798,0
21483,21597,31693.95239785896,57741814,241.72119525608903,203.00816145496708,-2.4028364208631223,16.65368754886371,-2.4028364208631223,0.3968157387550687,-0.100583913443898,0.9949285785202424,0
9201,8799,28243.253582837693,21951960,223.0860204605972,869.6632510485496,-2.1408827865464337,13.870546431241335,-2.1408827865464337,-0.7099396172732714,-0.1003776009337312,0.9949494144079832,0
12771,12789,29260.307345290945,32731554,1012.4835996985177,924.7140578106654,-14.7355358956283,-3.6874455765804326,-14.7355358956283,0.0235113087483349,-0.9969557783981332,0.0779690702687424,0
